Date,Product,Category,Region,Salesperson,CustomerSegment,Quantity,SalesAmount,Profit,Target
2023-08-09,Tablet,Electronics,North,Rahul,Consumer,3,3516,756.7304456514773,3517.496055998741
2023-06-20,Keyboard,Accessories,East,Priya,Consumer,3,1416,287.4975174448958,1515.0435013897204
2023-07-18,Keyboard,Accessories,North,Arun,Consumer,7,2492,462.78178060224985,2327.734710069968
2023-07-23,Headphones,Accessories,South,Arun,Home Office,2,1628,477.71138496687763,1654.558049919598
2024-05-29,Printer,Accessories,West,Sneha,Corporate,7,2380,293.2439936461716,2404.4853516464896
2024-07-26,Keyboard,Accessories,West,Rahul,Home Office,6,1182,323.93534507326603,1093.1164738046762
2024-07-23,Phone,Electronics,West,Priya,Corporate,6,7986,888.8556382197091,7250.0301336395205
2024-09-14,Tablet,Electronics,South,Priya,Consumer,2,2618,281.87216883126695,2357.2672560200135
2024-04-18,Keyboard,Accessories,South,Priya,Consumer,5,5920,1407.3731323604948,6285.568405841502
2024-11-20,Headphones,Accessories,West,Rahul,Consumer,10,12640,2292.69225725496,12864.46719422028
2024-05-27,Laptop,Electronics,North,Meena,Home Office,6,1086,297.35231103636596,1098.1283305030329
2023-09-02,Printer,Accessories,East,Rahul,Consumer,4,5192,532.2418965183819,5303.197725817858
2023-05-15,Phone,Electronics,South,Arun,Consumer,7,4067,1152.9479036844166,4469.688899623641
2023-01-10,Keyboard,Accessories,West,Arun,Home Office,2,2314,527.5780104788802,2226.9013240494965
2023-01-31,Headphones,Accessories,West,Priya,Consumer,10,5060,739.4795617057024,4703.379473641701
2024-12-18,Keyboard,Accessories,East,Sneha,Consumer,7,4550,738.6185316905045,4456.766666535126
2023-11-30,Keyboard,Accessories,South,Rahul,Corporate,5,6845,1041.261230403931,6365.674121518323
2023-04-30,Mouse,Accessories,South,Rahul,Corporate,3,4203,1062.0056974648278,4071.9058763698295
2024-07-27,Headphones,Accessories,East,Rahul,Corporate,10,6750,733.7517373322416,6858.745625949673
2024-09-05,Monitor,Electronics,North,Meena,Home Office,9,4518,1029.8742097296324,4422.039556776284
2023-07-21,Headphones,Accessories,North,Karan,Consumer,7,4221,1123.4872669590668,4012.2070261867643
2023-07-15,Headphones,Accessories,West,Arun,Consumer,5,5675,1425.0790365985147,6117.87099541266
2024-07-28,Phone,Electronics,West,Meena,Home Office,5,630,171.94312998266665,681.4632805932229
2023-04-01,Keyboard,Accessories,East,Meena,Home Office,5,6985,1375.5336684290273,7621.694950119552
2023-07-10,Headphones,Accessories,East,Priya,Home Office,10,5490,1478.3530246246685,5285.170341614755
2024-03-14,Printer,Accessories,West,Rahul,Consumer,8,10720,2568.340552405559,11259.940702373287
2024-07-04,Laptop,Electronics,South,Karan,Consumer,6,2904,702.7709794954205,3164.3011085593007
2023-11-17,Mouse,Accessories,West,Meena,Home Office,3,2601,344.6264819551022,2825.788391724657
2024-11-28,Tablet,Electronics,West,Priya,Corporate,4,3616,433.2213052615634,3436.3496508836743
2024-07-03,Tablet,Electronics,East,Karan,Consumer,4,904,109.19643463682323,824.7556497466122
2023-06-08,Laptop,Electronics,East,Karan,Home Office,7,7021,2105.5703577684876,7135.062915284802
2023-08-05,Tablet,Electronics,East,Rahul,Corporate,6,1590,179.90341985496062,1543.477626727837
2023-06-26,Laptop,Electronics,North,Rahul,Consumer,6,4692,1175.7891073014573,4393.96569667983
2023-06-03,Mouse,Accessories,North,Priya,Corporate,5,2590,685.5450000288612,2707.845105473811
2024-08-23,Monitor,Electronics,East,Arun,Consumer,9,11331,1978.239932910171,11228.188273105501
2024-04-13,Printer,Accessories,West,Sneha,Consumer,1,1247,129.313553554435,1327.472311028308
2024-08-26,Headphones,Accessories,West,Karan,Home Office,5,5225,925.6130139201639,5166.098128426151
2023-05-28,Laptop,Electronics,West,Priya,Consumer,9,7551,2230.214079516572,8208.91027615275
2024-11-13,Tablet,Electronics,East,Karan,Corporate,5,820,92.32028034151656,828.0624041512484
2023-10-12,Mouse,Accessories,South,Meena,Corporate,7,7574,1973.7997146498767,7567.591512460481
2024-07-10,Mouse,Accessories,North,Rahul,Home Office,9,1386,185.71013070087656,1444.8957748975254
2023-01-23,Laptop,Electronics,North,Rahul,Corporate,1,744,161.2544864607184,753.7104212635545
2024-01-21,Mouse,Accessories,West,Arun,Home Office,7,8148,1994.687529951445,8405.516193564834
2023-07-11,Printer,Accessories,North,Arun,Consumer,10,7900,993.8066813411392,7676.5816657271525
2024-07-11,Phone,Electronics,North,Meena,Home Office,9,10089,2405.2457513857844,9199.872266867402
2023-08-22,Laptop,Electronics,East,Sneha,Consumer,2,2676,583.5981331739911,2546.9213178777545
2024-01-27,Printer,Accessories,South,Karan,Home Office,4,2776,410.34791499165516,2844.8828573198803
2023-12-30,Tablet,Electronics,West,Priya,Corporate,4,4504,1310.2731465934569,4083.4312354027643
2023-12-28,Monitor,Electronics,East,Sneha,Consumer,3,1725,175.0968975875813,1622.5250719164062
2023-10-08,Tablet,Electronics,South,Priya,Consumer,9,9324,1580.0752856692297,9886.069909622378
2024-03-16,Monitor,Electronics,North,Meena,Corporate,7,10010,1771.1994167095047,9451.230156039912
2024-12-07,Mouse,Accessories,East,Priya,Corporate,4,4512,1108.5722454625372,4063.6072139957123
2023-08-13,Keyboard,Accessories,South,Meena,Consumer,6,8820,2236.5350996761845,9539.386316338145
2023-08-26,Headphones,Accessories,South,Priya,Corporate,1,965,158.5272140936529,940.7644314334921
2023-06-15,Laptop,Electronics,South,Karan,Home Office,5,2545,547.0574175661305,2779.5015212233766
2024-05-22,Mouse,Accessories,South,Meena,Home Office,2,1396,219.24094865496252,1530.7772470596576
2024-02-22,Tablet,Electronics,East,Karan,Home Office,7,2618,331.34593401056145,2395.6439296211233
2023-12-30,Printer,Accessories,East,Priya,Home Office,4,2440,535.3548372557785,2514.174986674171
2023-11-01,Tablet,Electronics,North,Priya,Corporate,3,3126,560.4350319602564,3148.429208014039
2024-03-11,Laptop,Electronics,North,Rahul,Corporate,4,1512,202.13367133804297,1418.6814505620332
2023-04-19,Laptop,Electronics,North,Arun,Consumer,2,598,123.53252408796921,593.0256546507002
2023-10-09,Phone,Electronics,South,Karan,Corporate,10,910,193.91408412444207,954.3664139027878
2023-06-16,Printer,Accessories,South,Priya,Corporate,9,11205,2360.5114134926835,10475.698769922576
2023-08-24,Headphones,Accessories,North,Priya,Corporate,5,5775,1661.6048672375455,5995.449384320561
2024-08-07,Keyboard,Accessories,West,Karan,Consumer,1,1298,353.22105459285604,1211.3423235781784
2024-04-20,Printer,Accessories,North,Priya,Corporate,4,1860,414.9597308298915,1736.783173836015
2023-07-19,Mouse,Accessories,South,Arun,Home Office,10,5090,1057.8434243007289,5064.596812033065
2023-09-12,Monitor,Electronics,South,Meena,Home Office,7,1253,357.9446972729881,1149.4490453038816
2023-10-05,Keyboard,Accessories,East,Karan,Corporate,10,9940,1038.3910538363668,10629.679912014706
2023-07-27,Printer,Accessories,South,Karan,Consumer,10,2030,438.3748866262334,2125.4535039461016
2023-11-05,Tablet,Electronics,North,Rahul,Home Office,3,315,50.97388001224302,316.049206442377
2023-12-31,Monitor,Electronics,West,Rahul,Home Office,7,4459,560.4811900543048,4139.401748943953
2024-11-25,Mouse,Accessories,East,Rahul,Corporate,5,5865,1494.4564985448615,5361.03042367231
2023-04-08,Keyboard,Accessories,East,Arun,Home Office,3,180,25.017897325204604,178.19823700034004
2024-07-27,Laptop,Electronics,East,Sneha,Consumer,3,3015,900.16128335577,3237.460296727777
2023-09-03,Keyboard,Accessories,South,Arun,Corporate,9,2160,488.8205503981371,2115.021187644394
2023-02-22,Monitor,Electronics,West,Sneha,Corporate,8,5488,1163.7589402266158,5483.745860276419
2023-03-25,Laptop,Electronics,East,Rahul,Consumer,10,11290,3092.961844787148,11364.09352202507
2024-10-08,Keyboard,Accessories,North,Priya,Corporate,8,9840,2241.6885310131006,9623.088377020988
2023-03-02,Printer,Accessories,North,Sneha,Corporate,5,5145,776.9846773243434,4760.338873304995
2023-07-03,Laptop,Electronics,South,Sneha,Corporate,8,2320,440.84041117671757,2251.7165682553223
2024-09-19,Laptop,Electronics,West,Arun,Corporate,9,2457,259.3744579456273,2483.2580269085315
2023-12-07,Monitor,Electronics,North,Priya,Home Office,5,2660,270.83792476619533,2434.6237631571025
2024-02-13,Printer,Accessories,North,Arun,Home Office,8,4984,1014.1826598796764,4765.7131210162715
2024-03-14,Laptop,Electronics,North,Priya,Home Office,3,2334,364.48324137222687,2220.1033198119344
2024-08-24,Headphones,Accessories,North,Priya,Home Office,7,2163,233.16660602227034,1976.6538903223802
2023-10-24,Monitor,Electronics,North,Rahul,Home Office,9,1116,161.15596804810403,1134.6003177299033
2023-03-26,Laptop,Electronics,West,Meena,Corporate,6,3186,479.53709365185154,3269.943267165145
2023-06-08,Tablet,Electronics,North,Rahul,Corporate,7,4354,616.3759114391519,4388.210514422163
2024-10-14,Keyboard,Accessories,North,Sneha,Corporate,6,3660,937.093398468621,4004.564645638223
2024-05-24,Tablet,Electronics,East,Rahul,Home Office,6,4356,1260.0779306879347,4674.3698537734435
2023-04-25,Phone,Electronics,West,Karan,Home Office,2,2312,527.1211353864787,2279.798250066145
2024-07-02,Mouse,Accessories,East,Meena,Home Office,4,2168,219.6776859103397,2351.283793859992
2024-10-24,Headphones,Accessories,West,Meena,Corporate,2,1516,221.21192195292437,1572.8241397151694
2023-09-28,Phone,Electronics,East,Meena,Corporate,5,1945,267.24045833343206,1985.696780406687
2024-01-23,Tablet,Electronics,South,Karan,Corporate,8,11656,2923.0109985540444,12047.10877196297
2024-08-20,Mouse,Accessories,North,Arun,Consumer,4,3492,502.050392760863,3411.3641891131724
2023-02-16,Keyboard,Accessories,East,Sneha,Home Office,9,3744,1088.0690349935235,3498.5530414283544
2024-08-28,Laptop,Electronics,South,Priya,Corporate,7,3171,927.8059210958777,3464.2682624382496
2024-04-25,Headphones,Accessories,North,Priya,Corporate,10,4330,1222.3600628019522,3910.7325638024604
2024-12-13,Tablet,Electronics,East,Arun,Consumer,10,6760,1172.2163007727315,6971.43718117547
2023-03-22,Printer,Accessories,North,Arun,Corporate,6,6702,1595.1476892322278,6081.887545173571
2024-08-24,Tablet,Electronics,North,Rahul,Consumer,5,845,141.82484684424054,892.6826356188487
2023-06-06,Mouse,Accessories,North,Sneha,Corporate,9,450,53.142417688933236,410.50575171846174
2023-10-02,Tablet,Electronics,East,Rahul,Home Office,8,9224,1755.3755250542729,9676.323402329424
2023-05-24,Mouse,Accessories,East,Arun,Corporate,5,7460,1032.049404041805,7698.734352477975
2023-02-09,Monitor,Electronics,West,Karan,Home Office,7,2303,362.63506734391757,2227.3803536078267
2024-04-15,Phone,Electronics,East,Rahul,Consumer,2,848,85.86218369862961,864.1986444416824
2024-08-17,Keyboard,Accessories,West,Priya,Corporate,5,5085,1387.6981950684744,5460.823381855144
2024-09-06,Printer,Accessories,South,Arun,Home Office,7,10157,1978.433258957626,10876.655111349155
2024-10-22,Monitor,Electronics,East,Rahul,Home Office,2,654,189.81764442122625,646.6510381171374
2024-01-24,Phone,Electronics,South,Rahul,Corporate,3,2685,670.8104000924351,2947.407602798721
2023-10-01,Tablet,Electronics,East,Karan,Corporate,8,4776,1165.1662148389478,4403.4222063357065
2023-04-28,Tablet,Electronics,East,Karan,Corporate,4,292,73.12541057343556,312.51796861235056
2024-07-27,Monitor,Electronics,South,Meena,Corporate,10,5970,701.6720922614629,5846.527515382544
2024-01-30,Phone,Electronics,North,Sneha,Home Office,10,9080,1087.3467724772809,8282.096962718277
2023-08-29,Mouse,Accessories,East,Karan,Corporate,3,3909,467.42140038809225,3824.08979451889
2023-02-26,Printer,Accessories,South,Arun,Home Office,8,1512,430.3603062903657,1504.491305111222
2023-12-29,Keyboard,Accessories,North,Priya,Corporate,8,9048,2008.6425129243594,9159.444474795151
2023-06-18,Phone,Electronics,South,Arun,Consumer,8,6864,2054.8210120537146,6723.484421788808
2023-12-15,Printer,Accessories,East,Rahul,Consumer,2,1042,107.08873919410264,1078.720321449639
2023-06-14,Mouse,Accessories,North,Rahul,Home Office,5,3870,626.7349648303606,3519.6600756449084
2023-11-23,Headphones,Accessories,West,Meena,Consumer,9,11808,3400.594530954749,11909.215862657287
2024-04-08,Phone,Electronics,North,Meena,Corporate,4,964,192.55669061128464,867.9075050015301
2023-04-08,Monitor,Electronics,North,Priya,Consumer,2,1562,247.3418709236464,1548.2260988307078
2023-12-31,Monitor,Electronics,East,Karan,Corporate,9,4284,442.18945640077857,4312.657155711751
2024-10-20,Mouse,Accessories,East,Priya,Consumer,3,2229,520.5441308227503,2018.954505212115
2024-07-14,Keyboard,Accessories,North,Arun,Consumer,7,1813,234.03700438058786,1841.8768787207578
2024-02-11,Monitor,Electronics,South,Meena,Corporate,9,8163,1441.2522673068067,7820.016870575373
2024-05-05,Mouse,Accessories,East,Rahul,Corporate,8,2064,332.394511278407,2219.607253991988
2024-01-16,Printer,Accessories,North,Rahul,Corporate,2,2808,385.8284105454547,2542.6778826380414
2023-10-31,Phone,Electronics,North,Sneha,Home Office,6,8826,1477.8898969511354,9152.84294222832
2023-02-16,Phone,Electronics,North,Arun,Corporate,6,9000,2380.2633783406923,8990.39203730542
2024-03-05,Keyboard,Accessories,West,Sneha,Corporate,7,2842,598.2763642412664,2775.520217119758
2024-10-06,Phone,Electronics,South,Meena,Consumer,10,13540,2107.874683517208,13173.269293612082
2023-01-06,Laptop,Electronics,East,Meena,Consumer,2,2660,536.8944056270892,2802.0569929484614
2023-08-06,Monitor,Electronics,East,Sneha,Corporate,7,8050,1170.2821382662923,7485.675427258949
2024-08-07,Tablet,Electronics,South,Meena,Home Office,2,2138,633.3965175004641,2056.1703788143977
2024-01-05,Keyboard,Accessories,West,Rahul,Consumer,4,1812,263.08298789161074,1833.9300128469904
2024-05-20,Headphones,Accessories,South,Rahul,Corporate,10,1540,388.7571119384969,1542.5864761469754
2023-09-09,Headphones,Accessories,East,Arun,Consumer,4,4716,878.6395393313041,4853.641857894381
2024-04-11,Laptop,Electronics,East,Arun,Corporate,6,1008,221.16271982341672,929.1024321670839
2024-08-11,Monitor,Electronics,East,Karan,Consumer,4,3632,586.9981216362104,3406.5349451381817
2023-04-13,Tablet,Electronics,East,Karan,Consumer,6,444,100.53786702785068,445.66885337307656
2023-01-20,Headphones,Accessories,East,Meena,Home Office,6,5574,1528.2009730235804,5517.487817572102
2024-03-15,Laptop,Electronics,East,Meena,Consumer,1,751,134.04529803641853,762.5906105003271
2023-05-04,Laptop,Electronics,East,Karan,Corporate,3,3930,687.9544562515504,4063.72778177625
2024-02-17,Printer,Accessories,West,Sneha,Home Office,2,1292,334.7651555606492,1309.579315762621
2024-08-03,Mouse,Accessories,North,Meena,Consumer,8,5840,1747.8066679663502,5568.6177094343475
2023-10-04,Phone,Electronics,East,Meena,Home Office,4,2472,610.5475850016609,2381.2417822016773
2023-12-30,Phone,Electronics,West,Rahul,Corporate,6,7122,1289.580515797562,7334.312072628738
2023-01-12,Tablet,Electronics,East,Priya,Consumer,10,13950,2967.4588852736974,13203.41695040786
2024-02-22,Headphones,Accessories,North,Rahul,Consumer,8,11400,1925.3361606996302,12260.768796523646
2024-01-17,Tablet,Electronics,West,Rahul,Corporate,9,7947,1095.2408930578217,8022.770394690003
2023-07-17,Tablet,Electronics,West,Rahul,Home Office,3,3900,583.1054581908537,3532.870383796381
2023-06-28,Headphones,Accessories,West,Arun,Home Office,7,4564,1074.52914846986,4406.939316245854
2024-04-23,Tablet,Electronics,South,Meena,Consumer,2,950,238.69250584043584,910.1909718422115
2023-10-03,Monitor,Electronics,North,Priya,Consumer,9,2250,324.3168863232656,2184.572931140773
2024-01-05,Phone,Electronics,East,Priya,Corporate,3,2448,378.77169686522853,2410.4121671075354
2024-04-17,Mouse,Accessories,West,Priya,Corporate,2,784,230.83843197127936,760.1166126548205
2024-08-27,Phone,Electronics,North,Meena,Corporate,4,3700,1048.0106474227714,4057.056220943151
2023-01-29,Printer,Accessories,East,Karan,Consumer,2,2664,622.5607638339163,2871.4166883769462
2023-02-20,Mouse,Accessories,West,Rahul,Consumer,1,862,238.24087984440345,827.0630963745815
2024-01-16,Printer,Accessories,West,Priya,Corporate,7,4158,533.0336804462019,3916.9829077395316
2024-08-04,Headphones,Accessories,North,Karan,Home Office,10,8770,1340.7598642536175,9328.648701089805
2024-10-31,Phone,Electronics,East,Sneha,Consumer,3,3762,598.2717586012183,3835.159026533387
2023-04-02,Keyboard,Accessories,West,Arun,Consumer,6,8706,2467.459937560846,9160.219415155148
2023-05-15,Printer,Accessories,East,Priya,Consumer,4,3420,877.7705116470765,3269.6871967484412
2024-06-10,Phone,Electronics,East,Karan,Home Office,7,1337,332.64041148473007,1440.4905897333517
2024-10-13,Tablet,Electronics,East,Sneha,Consumer,9,12276,3053.983416734811,12830.067276038968
2023-01-24,Mouse,Accessories,North,Sneha,Corporate,5,5530,780.226469595775,5500.838715444175
2023-11-20,Printer,Accessories,West,Arun,Consumer,3,2058,567.6407328089364,2043.4691803077308
2023-06-29,Headphones,Accessories,East,Arun,Home Office,2,1342,386.36179548006004,1320.7819702874265
2023-10-28,Monitor,Electronics,East,Meena,Corporate,10,11910,2106.4272248295265,11154.024569782903
2023-04-23,Phone,Electronics,North,Priya,Corporate,8,11968,3247.9767792925395,13154.138855995467
2024-10-21,Tablet,Electronics,South,Rahul,Home Office,8,11112,2890.6980916362522,10838.86777384388
2024-09-18,Printer,Accessories,East,Priya,Corporate,5,5625,938.3827457686475,6101.436270287754
2024-04-01,Tablet,Electronics,South,Arun,Corporate,6,1962,428.2858094399153,2089.6953795386603
2023-10-22,Tablet,Electronics,South,Meena,Home Office,9,5913,1406.6230559372316,5539.812771573087
2024-12-13,Keyboard,Accessories,South,Arun,Consumer,4,1012,163.82896128402894,1085.1127709951354
2024-04-21,Monitor,Electronics,South,Priya,Home Office,5,2470,622.4474962388922,2522.355576660681
2023-03-12,Laptop,Electronics,South,Priya,Consumer,5,6185,1079.1509656591857,5808.809064513151
2023-04-21,Keyboard,Accessories,South,Karan,Consumer,10,3850,604.8266767042186,4002.652065442842
2023-10-01,Monitor,Electronics,West,Meena,Corporate,3,1122,312.34893648928363,1056.1928305535862
2024-08-28,Phone,Electronics,East,Meena,Corporate,7,7987,2369.5509218215257,7798.725603704655
2024-07-20,Phone,Electronics,North,Karan,Corporate,1,858,252.2559573691626,881.30934272554
2023-07-22,Headphones,Accessories,East,Meena,Corporate,4,1488,292.6540053648258,1525.1936578771563
2024-02-21,Printer,Accessories,East,Karan,Consumer,8,10552,2915.3937488872416,9986.50817770635
2024-10-10,Keyboard,Accessories,North,Meena,Corporate,1,737,77.25810773985336,753.4328435048538
2024-06-12,Headphones,Accessories,South,Priya,Home Office,5,4950,831.5451431785518,5135.131465239265
2024-03-02,Phone,Electronics,North,Rahul,Corporate,9,6354,1735.4807691651968,5925.580687789625
2023-01-16,Mouse,Accessories,East,Priya,Corporate,2,2082,460.2629855131077,2218.6857693172747
2024-03-23,Headphones,Accessories,East,Meena,Home Office,5,4380,1156.0514253238102,3954.174626899994
2023-11-18,Printer,Accessories,East,Arun,Consumer,8,5928,1746.2381251111487,6038.951813368741
2024-11-22,Monitor,Electronics,West,Rahul,Consumer,4,3164,392.35067783034395,3200.163842043265
2023-07-21,Headphones,Accessories,North,Arun,Corporate,3,573,110.04401461276946,612.5954737947656
2023-03-10,Phone,Electronics,North,Sneha,Corporate,7,6482,1316.3414666048777,6394.164135944575
2023-09-01,Printer,Accessories,South,Karan,Consumer,6,7164,1021.546584663047,7374.288813740556
2023-05-18,Monitor,Electronics,North,Karan,Home Office,10,3560,838.3715194037333,3299.738585264184
2024-06-28,Printer,Accessories,South,Meena,Consumer,2,1974,591.0700338266166,1999.612385805262
2024-01-26,Keyboard,Accessories,South,Priya,Home Office,8,8304,1117.697459502227,8624.848647506846
2023-07-01,Mouse,Accessories,North,Sneha,Home Office,10,11980,1519.788458127382,12529.69217383534
2024-11-16,Keyboard,Accessories,East,Arun,Corporate,3,4110,996.009874120551,3752.512447363939
2023-09-24,Headphones,Accessories,West,Arun,Corporate,9,1575,284.0187429751555,1522.1479383441842
2024-11-07,Keyboard,Accessories,North,Meena,Consumer,3,2226,488.6587252606809,2074.309983650046
2024-10-12,Phone,Electronics,South,Sneha,Corporate,4,2716,316.9815784409893,2756.54719635953
2023-06-26,Keyboard,Accessories,West,Rahul,Consumer,8,8216,2359.6838740990775,7731.590359634577
2023-07-17,Laptop,Electronics,South,Meena,Home Office,4,4804,482.6252769578729,5179.603900775159
2023-10-28,Laptop,Electronics,South,Arun,Corporate,6,6630,1023.9401380540572,7138.496635160201
2023-09-08,Laptop,Electronics,North,Karan,Corporate,1,386,77.71809994440565,376.30435089535564
2023-05-16,Laptop,Electronics,North,Karan,Consumer,1,424,45.61150580029219,458.74840253083534
2024-04-19,Headphones,Accessories,East,Arun,Corporate,9,6066,1491.6972823105064,5546.4544104267225
2023-12-26,Printer,Accessories,South,Meena,Corporate,5,7180,1733.9979059679963,6862.292447895471
2023-05-26,Headphones,Accessories,East,Karan,Consumer,9,8100,2254.5895835089214,8796.802692164047
2024-12-30,Keyboard,Accessories,South,Meena,Home Office,8,1328,324.6224323504304,1436.9840573799659
2024-04-17,Keyboard,Accessories,East,Karan,Corporate,10,3600,697.0444572190768,3799.992974461232
2024-05-08,Keyboard,Accessories,South,Sneha,Corporate,9,7056,1990.245230738002,7249.942703217359
2024-07-10,Printer,Accessories,East,Priya,Consumer,3,2223,635.7015504546782,2283.0348162069986
2024-02-09,Mouse,Accessories,South,Priya,Corporate,2,826,243.75929043397767,804.4861514289184
2023-09-29,Printer,Accessories,East,Priya,Corporate,8,11176,1618.212271427621,10602.200145174702
2023-04-13,Keyboard,Accessories,North,Karan,Consumer,5,3810,653.640414039227,3480.179002778561
2023-11-21,Monitor,Electronics,North,Meena,Home Office,8,9112,1504.3302149698352,9086.181594042298
2023-04-28,Keyboard,Accessories,South,Priya,Corporate,3,1347,324.69000450185035,1330.2590982813592
2024-04-01,Printer,Accessories,West,Sneha,Consumer,4,5120,1464.2547957410102,5010.726102941493
2023-01-20,Printer,Accessories,South,Karan,Home Office,6,4614,1338.527459586944,4426.8279381726015
2023-07-12,Tablet,Electronics,South,Priya,Corporate,1,866,216.39623632884064,871.0963291312455
2024-02-22,Keyboard,Accessories,South,Karan,Consumer,1,124,21.89992250324276,114.15995909564612
2024-07-27,Printer,Accessories,South,Arun,Home Office,9,13284,3504.534004342327,13211.464301778835
2023-04-27,Laptop,Electronics,North,Meena,Consumer,3,2433,525.9120332612305,2500.2586313797237
2023-12-16,Tablet,Electronics,West,Sneha,Home Office,10,10880,1912.293928274567,10207.922902067825
2024-11-16,Headphones,Accessories,East,Sneha,Home Office,1,670,85.9374073677785,610.5135520872838
2023-05-26,Phone,Electronics,East,Karan,Corporate,1,498,68.18923184928119,534.4150966799592
2024-01-31,Phone,Electronics,West,Priya,Corporate,1,468,122.57016338931454,498.17595594857465
2023-06-03,Monitor,Electronics,South,Sneha,Consumer,7,4053,776.1211342687307,3720.252208696119
2023-06-18,Monitor,Electronics,North,Meena,Consumer,7,5026,913.4769982949725,5369.141140183991
2023-08-13,Keyboard,Accessories,East,Sneha,Home Office,4,1596,273.3541027761219,1637.2243695158718
2023-08-21,Phone,Electronics,West,Priya,Home Office,3,3987,660.0413023445084,4212.62154445381
2024-09-13,Tablet,Electronics,South,Meena,Consumer,8,456,56.821114691081,498.31351788211487
2024-06-01,Tablet,Electronics,East,Arun,Consumer,2,1160,210.66517571210713,1215.8089010705196
2023-10-14,Headphones,Accessories,North,Sneha,Corporate,1,688,143.84561976996608,645.4061990364135
2024-11-02,Headphones,Accessories,West,Meena,Home Office,8,8720,1253.7610247336124,8540.906680756245
2023-08-15,Headphones,Accessories,West,Karan,Corporate,2,1454,258.67984589045375,1416.9847147085345
2024-12-27,Phone,Electronics,East,Sneha,Home Office,1,655,146.54383661235818,616.6265742941448
2024-06-10,Tablet,Electronics,South,Priya,Corporate,7,5992,1761.704456350404,6494.0944630989825
2024-08-25,Mouse,Accessories,East,Karan,Corporate,6,1902,404.07408131055985,1734.6170043062937
2023-11-08,Tablet,Electronics,East,Sneha,Home Office,7,3409,896.4502356849425,3422.4455716481166
2024-05-31,Keyboard,Accessories,North,Karan,Consumer,4,3296,573.8323187805612,3490.1579932540826
2024-10-08,Tablet,Electronics,East,Arun,Consumer,3,1350,153.71369403567886,1325.095399762107
2024-03-06,Tablet,Electronics,South,Rahul,Consumer,5,6660,1958.6994561533836,6629.685740865904
2023-09-15,Tablet,Electronics,North,Karan,Corporate,10,3710,515.8011182887903,3707.6897396099603
2024-04-15,Printer,Accessories,East,Priya,Home Office,6,6594,1844.1778247577272,6186.066374407828
2023-01-08,Tablet,Electronics,West,Sneha,Corporate,6,8376,1769.746399170668,8984.312094206723
2023-08-17,Phone,Electronics,North,Priya,Home Office,6,4176,869.3649372817458,3816.163714456277
2023-09-09,Phone,Electronics,South,Sneha,Home Office,1,182,35.05080108242981,172.81319133638084
2024-02-18,Monitor,Electronics,West,Arun,Corporate,3,3612,481.72473594334394,3659.6231632228255
2024-07-02,Keyboard,Accessories,East,Arun,Consumer,8,5824,1712.8243627433808,6173.2696890242705
2024-05-16,Printer,Accessories,West,Rahul,Corporate,2,1470,408.9833040875793,1461.790748220451
2023-12-02,Phone,Electronics,South,Arun,Home Office,10,11320,1242.042967781746,11217.665052848348
2024-12-18,Laptop,Electronics,West,Priya,Corporate,10,8530,2211.226569829126,8182.810778693605
2024-07-25,Tablet,Electronics,East,Sneha,Corporate,8,5496,1086.5759183873881,5896.037005084147
2023-06-18,Headphones,Accessories,East,Rahul,Home Office,6,2562,696.3352124148088,2651.824935887306
2023-01-12,Mouse,Accessories,South,Karan,Home Office,5,7105,1631.0578934911514,6406.77668509455
2024-07-28,Monitor,Electronics,West,Priya,Corporate,6,3906,1036.397168859409,3908.734038516019
2023-02-27,Printer,Accessories,West,Arun,Home Office,3,3594,457.3908797714719,3656.399903270576
2023-02-28,Mouse,Accessories,North,Sneha,Corporate,10,10160,1582.9905315463602,9158.051425211524
2023-03-14,Tablet,Electronics,West,Meena,Home Office,5,4790,501.0973699247733,4594.508309115599
2023-02-15,Keyboard,Accessories,South,Sneha,Corporate,6,2802,361.4311842442182,2554.7564735921046
2023-01-20,Headphones,Accessories,South,Sneha,Corporate,9,13230,2853.9676371638675,12831.16202482993
2023-05-03,Mouse,Accessories,North,Karan,Home Office,2,562,109.50800069789001,579.9864093591787
2024-02-12,Monitor,Electronics,North,Meena,Corporate,10,7600,1532.4628514135588,7602.219373226482
2023-07-02,Keyboard,Accessories,North,Karan,Home Office,7,9919,1880.139182210964,10314.19707469207
2024-10-06,Laptop,Electronics,South,Sneha,Corporate,7,3108,342.3245098911304,3358.614071989005
2023-11-05,Keyboard,Accessories,North,Arun,Home Office,9,9675,2772.5626981912014,8830.882522396669
2023-08-29,Printer,Accessories,North,Karan,Home Office,10,6180,1433.1098378632298,6125.447419404565
2024-12-26,Phone,Electronics,South,Priya,Corporate,6,7908,2334.5442333301357,7120.886679487104
2023-11-08,Headphones,Accessories,East,Meena,Consumer,9,3888,1048.7631596680153,3527.5185782713284
2023-02-01,Phone,Electronics,East,Meena,Corporate,9,11358,2459.7010326869186,12034.484290134267
2024-02-23,Mouse,Accessories,North,Karan,Corporate,7,8981,1470.6902936278698,8640.45270944283
2023-05-14,Tablet,Electronics,East,Karan,Corporate,7,6937,747.4239544940235,7599.374779684323
2024-08-10,Printer,Accessories,East,Priya,Consumer,9,13311,2736.9190606998204,12525.168762078343
2023-02-23,Headphones,Accessories,East,Karan,Home Office,10,7780,833.3894652599473,7353.833654215172
